BuyerAgentAOR,ListAgentAOR,Flooring,ViewYN,WaterfrontYN,BasementYN,PoolPrivateYN,OriginalListPrice,ListingKey,CloseDate,ClosePrice,ListAgentFirstName,ListAgentLastName,Latitude,Longitude,UnparsedAddress,PropertyType,LivingArea,ListPrice,DaysOnMarket,ListOfficeName,BuyerOfficeName,CoListOfficeName,ListAgentFullName,CoListAgentFirstName,CoListAgentLastName,BuyerAgentMlsId,BuyerAgentFirstName,BuyerAgentLastName,FireplacesTotal,AssociationFeeFrequency,AboveGradeFinishedArea,ListingKeyNumeric,MLSAreaMajor,TaxAnnualAmount,CountyOrParish,MlsStatus,ElementarySchool,AttachedGarageYN,ParkingTotal,BuilderName,PropertySubType,LotSizeAcres,SubdivisionName,BuyerOfficeAOR,YearBuilt,StreetNumberNumeric,ListingId,BathroomsTotalInteger,City,TaxYear,BuildingAreaTotal,BedroomsTotal,ContractStatusChangeDate,ElementarySchoolDistrict,CoBuyerAgentFirstName,PurchaseContractDate,ListingContractDate,BelowGradeFinishedArea,BusinessType,StateOrProvince,CoveredSpaces,MiddleOrJuniorSchool,FireplaceYN,Stories,HighSchool,Levels,LotSizeDimensions,LotSizeArea,MainLevelBedrooms,NewConstructionYN,GarageSpaces,HighSchoolDistrict,PostalCode,AssociationFee,LotSizeSquareFeet,MiddleOrJuniorSchoolDistrict,OriginatingSystemName,OriginatingSystemSubName
Burbank,Burbank,,True,,,False,3200.0,1153761769,2026-03-13,3200.0,Tadeh,Tahmasian Savarani,34.141071,-118.263619,463 Vine Street 203,ResidentialLease,1100.0,3200.0,14,LA Premier Realty,LA Premier Realty,,Tadeh Tahmasian Savarani,,,BB43151,Tadeh,Tahmasian Savarani,,,,1153761769,626 - Glendale-Northwest,,Los Angeles,Closed,,True,2.0,,Townhouse,0.2837,,Burbank,1988,463,BB26043964,3,Glendale,,,2,2026-03-13,,,2026-03-13,2026-02-27,,,CA,,,False,2,,Two,,12357.0,0,False,2.0,Glendale Unified,91204,0.0,12357.0,,CRMLS,CRMLS_CRM
Glendale,Southland,"Carpet,Vinyl,Wood",False,,,False,1225000.0,1153761747,2026-03-24,1225000.0,Robert,Graf,34.274799,-118.5142,17439 Donmetz Street,Residential,2080.0,1225000.0,0,RE/MAX One,Americana Real Estate Services,,Robert Graf,,,G165113927,Narbe,Baghoomian,,,,1153761747,GH - Granada Hills,,Los Angeles,Closed,,False,3.0,,SingleFamilyResidence,0.4009,,Glendale,1956,17439,SR26034329,3,Granada Hills,,,4,2026-03-24,,,2026-02-26,2026-02-26,,,CA,,,True,1,,One,,17464.0,4,False,3.0,Los Angeles Unified,91344,0.0,17464.0,,CRMLS,CRMLS_CRM
TheInlandGateway,InlandValleys,"Carpet,Vinyl",False,,,False,499000.0,1153758824,2026-03-27,510000.0,PAM,EUKER,34.04641,-117.242799,25762 Sunrise Way,Residential,1319.0,499000.0,7,REALTY ONE GROUP HOMELINK,REALTY MASTERS & ASSOCIATES,,PAM EUKER,,,L100968,Paulette,Bhoopsingh,,Monthly,,1153758824,267 - Loma Linda,,San Bernardino,Closed,,True,2.0,,Condominium,0.0303,,TheInlandGateway,1986,25762,IV26043820,2,Loma Linda,,,3,2026-03-27,,,2026-03-06,2026-02-27,,,CA,,,True,1,,One,,1319.0,3,False,2.0,Redlands Unified,92354,340.0,1319.0,,CRMLS,CRMLS_CRM
Mlslistings,Mlslistings,"Carpet,Laminate,Tile",True,,,,1275000.0,1153758219,2026-03-24,1235000.0,Pamela,Samuelson,36.98333745,-122.01562005,11 Berkeley Court,Residential,1222.0,1275000.0,15,Coldwell Banker Realty,Lighthouse Realty,,Pamela Samuelson,,,ML152092,Peter,Cook,,Monthly,,1153758219,699 - Not Defined,,Santa Cruz,Closed,Other,True,2.0,,SingleFamilyResidence,0.067,,Mlslistings,1977,11,ML82035908,2,Santa Cruz,,,2,2026-03-24,,,2026-03-14,2026-02-27,,,CA,,Other,True,,Santa Cruz,,,2919.0,,False,1.0,Other,95062,115.0,2919.0,,CRMLS,CRMLS_MLSL
BeverlyHillsGreaterLa,BeverlyHillsGreaterLa,Wood,True,,,False,4500.0,1153756963,2026-03-12,4500.0,Anton,Ismailyan,34.151029,-118.358818,4401 Moorpark Way 109,ResidentialLease,1442.0,4500.0,13,Compass,Compass,,Anton Ismailyan,,,CLW-C128526,Anton,Ismailyan,,,,1153756963,TUL - Toluca Lake,,Los Angeles,Closed,,,2.0,,Condominium,0.6028,,BeverlyHillsGreaterLa,1984,4401,26657603,2,Toluca Lake,,1442.0,3,2026-03-12,,,,2026-02-27,,,CA,,,True,1,,One,,26259.0,,False,,,91602,,26259.0,,CRMLS,CRMLS_CL
PacificWest,PacificWest,,True,,,False,3895.0,1153756959,2026-03-06,3895.0,David,Haas,33.82685,-118.252011,1219 E Jay,ResidentialLease,1709.0,3895.0,7,"Ernst & Haas Mngmnt Co., Inc.","Ernst & Haas Mngmnt Co., Inc.",,David Haas,,,zhaasdav,David,Haas,,,,1153756959,136 - Central Carson,,Los Angeles,Closed,,,0.0,,SingleFamilyResidence,0.1148,,PacificWest,1980,1219,PW26043951,3,Carson,,,3,2026-03-06,,,2026-03-06,2026-02-27,,,CA,,,True,2,,Two,,5000.0,3,False,0.0,Los Angeles Unified,90745,0.0,5000.0,,CRMLS,CRMLS_CRM
Southland,Burbank,,True,,,False,3199.0,1153755339,2026-03-30,3200.0,Hovik,Tahmasian,34.22787,-118.503272,8633 Balboa 20,ResidentialLease,1288.0,3199.0,18,REMAX OPTIMA,"eXp Realty of Southern California, Inc",,Hovik Tahmasian,,,SR207068320,Ernesto,Macias,,,,1153755339,NR - Northridge,,Los Angeles,Closed,,True,1.0,,Condominium,1.933,,Southland,1973,8633,BB26043947,3,Northridge,,,3,2026-03-30,,,2026-03-17,2026-02-27,,,CA,,,True,2,,Two,,84200.0,2,False,1.0,Los Angeles Unified,91325,,84200.0,,CRMLS,CRMLS_CRM
TriCounties,TriCounties,,True,,,False,3300.0,1153755338,2026-03-14,3350.0,Tao,Bin,34.019978,-117.818773,220 Eagle Nest Drive,ResidentialLease,1440.0,3300.0,12,Ideal Property Management Inc.,Ideal Property Management Inc.,,Tao Bin,,,trbinntao,Tao,Bin,,,,1153755338,616 - Diamond Bar,,Los Angeles,Closed,,True,2.0,,SingleFamilyResidence,0.2155,,TriCounties,1971,220,TR26043938,2,Diamond Bar,,,3,2026-03-14,,,2026-03-11,2026-02-27,,,CA,,,True,1,,One,,9389.0,3,False,2.0,Pomona Unified,91765,0.0,9389.0,,CRMLS,CRMLS_CRM
OrangeCounty,PacificWest,,False,,,False,949777.0,1153755331,2026-03-30,985000.0,Randy,Smith,33.787616,-117.950205,12061 Nutwood,Residential,1394.0,985000.0,8,smithREgroup,Keller Williams Realty,,Randy Smith,,,OCDOLIZ,Elizabeth,Do,,,,1153755331,"63 - Garden Grove S of Chapman, W of Euclid",,Orange,Closed,,True,2.0,,SingleFamilyResidence,0.1653,other,OrangeCounty,1956,12061,PW26043839,2,Garden Grove,,,3,2026-03-30,,,2026-03-07,2026-02-27,,,CA,,,True,1,,One,,7201.0,3,False,2.0,Garden Grove Unified,92840,0.0,7201.0,,CRMLS,CRMLS_CRM
Glendale,Glendale,,True,,,False,4200.0,1153755295,2026-03-16,4500.0,Karine,Haneyan,34.220979,-118.401774,12329 Burton Street,ResidentialLease,1996.0,4200.0,14,JohnHart Real Estate,JohnHart Real Estate,,Karine Haneyan,,,GD165116626,Emma,Khachatryan,,,,1153755295,NHO - North Hollywood,,Los Angeles,Closed,,,0.0,,SingleFamilyResidence,0.2265,,Glendale,1952,12329,GD26043887,3,North Hollywood,,,4,2026-03-16,,,2026-03-13,2026-02-19,,,CA,,,False,1,,One,,9866.0,4,False,0.0,Los Angeles Unified,91605,0.0,9866.0,,CRMLS,CRMLS_CRM
Southland,Southland,"Carpet,Laminate,Tile",True,,,True,785000.0,1153752281,2026-03-26,850000.0,Christine,Wheeler,34.211372,-118.543202,18817 Stagg Street,Residential,1373.0,785000.0,5,Keller Williams Luxury,Rodeo Realty,,Christine Wheeler,,,SR207060907,Shane,Nichols,,,,1153752281,RES - Reseda,,Los Angeles,Closed,,False,2.0,,SingleFamilyResidence,0.2135,,Southland,1954,18817,SR26042512,2,Reseda,,,3,2026-03-26,,,2026-03-09,2026-02-26,,,CA,,,True,1,,One,,9298.0,3,False,2.0,Los Angeles Unified,91335,0.0,9298.0,,CRMLS,CRMLS_CRM
OrangeCounty,OrangeCounty,,False,,,False,2800.0,1153751913,2026-03-23,2800.0,Heather,Cervantes,33.719755,-118.048285,16681 Sims Lane 4,ResidentialLease,950.0,2800.0,5,Enclave Property Management,Enclave Property Management,,Heather Cervantes,,,OCCERVHEA,Heather,Cervantes,,,,1153751913,17 - Northwest Huntington Beach,,Orange,Closed,,True,1.0,,Apartment,0.19,n/a,OrangeCounty,1973,16681,OC26042112,2,Huntington Beach,,,2,2026-03-23,,,2026-03-04,2026-02-22,,,CA,,,False,2,,Two,,8276.0,0,False,1.0,Huntington Beach Union High,92649,0.0,8276.0,,CRMLS,CRMLS_CRM
Mlslistings,BayEast,"Carpet,Laminate,Tile,Wood",,,,False,875000.0,1153748923,2026-03-24,945000.0,Linda,Newton,37.6966395,-121.79049925,731 Del Norte Dr,Residential,1436.0,875000.0,8,Elation Real Estate,Coldwell Banker Realty,,Linda Newton,,,CCBE-MLL5097645,Min Kew,Kim,,,,1153748923,,,Alameda,Closed,,True,2.0,,SingleFamilyResidence,0.1567,SUMMERSET,Mlslistings,1970,731,41125467,2,Livermore,,,4,2026-03-24,,,2026-03-07,2026-02-27,,,CA,,,False,2,,Two,,6825.0,,False,2.0,Livermore Valley,94551,,6825.0,,CRMLS,CRMLS_CCBE
Oakland,Oakland,"Carpet,Tile,Wood",,,,False,1995000.0,1153748919,2026-03-31,2400000.0,Daniel,Stea,37.84268371,-122.22901788,6356 Broadway Ter,Residential,2176.0,1995000.0,18,Stea Realty Group,The GRUBB Company,,Daniel Stea,,,BMLS-R02173581,Charlene,Dominguez,,,,1153748919,,,Alameda,Closed,,True,2.0,,SingleFamilyResidence,0.1144,UPPER ROCKRIDGE,Oakland,1994,6356,41125469,3,Oakland,,,4,2026-03-31,,,2026-03-17,2026-02-27,,,CA,,,True,2,,Two,,4982.0,,False,2.0,,94618,,4982.0,,CRMLS,CRMLS_BMLS
OrangeCounty,PacificWest,Vinyl,False,,,False,889900.0,1153747941,2026-03-27,889900.0,Liz,Carlson,33.523511,-117.689725,156 Chandon,Residential,1256.0,889900.0,7,Coldwell Banker Realty,RE Home Source,Coldwell Banker Realty,Liz Carlson,Kurt,Galitski,SROGASHA,Shawnna,Rogalla,,Monthly,,1153747941,LNSLT - Salt Creek,,Orange,Closed,,True,2.0,,Condominium,0.0311,Chandon (MHC),OrangeCounty,1989,156,PW26043181,3,Laguna Niguel,,,2,2026-03-27,,,2026-03-06,2026-02-26,,,CA,,,True,2,,Two,,1356.0,0,False,2.0,Capistrano Unified,92677,440.0,1356.0,,CRMLS,CRMLS_CRM
PacificWest,PacificWest,"Carpet,Tile,Wood",False,,,False,2295000.0,1153747940,2026-03-25,2295000.0,John,Katnik,33.830917,-118.197361,4110 Chestnut Avenue,Residential,3320.0,2295000.0,5,Katnik Brothers R.E. Services,Think Boutiq Real Estate,,John Katnik,,,PWKNIMAR,Margaret,Knight,,,,1153747940,"6 - Bixby, Bixby Knolls, Los Cerritos",,Los Angeles,Closed,Los Cerritos,False,6.0,,SingleFamilyResidence,0.1643,Los Cerritos (LC),PacificWest,1960,4110,PW26038660,4,Long Beach,,,4,2026-03-25,,,2026-03-04,2026-02-19,,,CA,,Hughes,True,2,Other,Two,,7156.0,1,False,2.0,Long Beach Unified,90807,,7156.0,,CRMLS,CRMLS_CRM
PacificWest,PacificWest,,False,,,False,3500.0,1153747938,2026-03-27,3500.0,Sarah,Kim,33.735683,-117.78338,2840 Ballesteros Lane,ResidentialLease,1245.0,3500.0,19,Coldwell Banker Best Realty,Coldwell Banker Best Realty,,Sarah Kim,,,PWHYUWON,Christina,Won,,Monthly,,1153747938,89 - Tustin Ranch,,Orange,Closed,Tustin,True,2.0,,Condominium,0.0,Venturanza Del Verde (VDV),PacificWest,1999,2840,PW26043921,3,Tustin,,,2,2026-03-27,,,2026-03-18,2026-02-27,,,CA,,Pioneer,True,,Beckman,ThreeOrMore,,0.0,0,False,2.0,Tustin Unified,92782,599.0,0.0,,CRMLS,CRMLS_CRM
TheInlandGateway,SouthwestRiversideCounty,Vinyl,True,,,False,495000.0,1153746559,2026-03-06,495000.0,Justin,Short,33.757972,-117.060597,679 Weir Drive,Residential,2665.0,495000.0,0,KW Temecula,Fiv Realty Co.,,Justin Short,,,IGWILKTES,Tessa,Wilkerson,,Monthly,,1153746559,SRCAR - Southwest Riverside County,,Riverside,Closed,,True,6.0,,SingleFamilyResidence,0.16,,TheInlandGateway,2006,679,SW26043831,2,Hemet,,,4,2026-03-06,,,2026-02-27,2026-02-27,,,CA,,,True,1,,One,,6970.0,3,False,3.0,Hemet Unified,92545,184.0,6970.0,,CRMLS,CRMLS_CRM
PismoCoast,SanLuisObispoCoastal,,True,,,False,2000000.0,1153742981,2026-03-20,2950000.0,Sara,Humes,35.174468,-120.705214,399 El Portal Drive,Residential,2975.0,2000000.0,5,Keller Williams Realty Central Coast,Keller Williams Realty Central Coast,Keller Williams Realty Central Coast,Sara Humes,Dick,Keenan,PI00860187,Dick,Keenan,,,,1153742981,SLBH - Shell Beach,,San Luis Obispo,Closed,,True,2.0,,SingleFamilyResidence,0.2755,Pismo Beach (360),PismoCoast,1964,399,SC26042670,3,Pismo Beach,,,3,2026-03-20,,,2026-03-07,2026-01-19,,,CA,,,True,2,,Two,,12000.0,2,False,2.0,San Luis Coastal Unified,93449,0.0,12000.0,,CRMLS,CRMLS_CRM
ContraCosta,Oakland,"Tile,Vinyl,Wood",,,True,False,1695000.0,1153742580,2026-03-31,2400000.0,Carrie,McAlister,37.82915399,-122.24307687,11 Parkside Dr,Residential,2013.0,1695000.0,12,KW Advisors East Bay,Coldwell Banker,,Carrie McAlister,,,BMLS-159509118,Jim,Ellis,,,,1153742580,,,Alameda,Closed,,True,2.0,,SingleFamilyResidence,0.1101,PIEDMONT,ContraCosta,1936,11,41125464,2,Piedmont,,,3,2026-03-31,,,2026-03-11,2026-02-27,,,CA,,,True,2,,Two,,4794.0,,False,2.0,Piedmont,94611,,4794.0,,CRMLS,CRMLS_BMLS
TriCounties,InlandValleys,Wood,False,,,False,567000.0,1153742154,2026-03-25,580000.0,IZZY,ARREOLA,33.960239,-117.39032,6034 Elenor,Residential,1528.0,567000.0,4,ELEVATE REAL ESTATE AGENCY,Apricot Realty,ELEVATE REAL ESTATE AGENCY,IZZY ARREOLA,JESSE,ARREOLA,HWONGMAR,Mark,Wongcharoensuk,,,,1153742154,252 - Riverside,,Riverside,Closed,,False,2.0,,SingleFamilyResidence,0.17,,TriCounties,1948,6034,IV26043907,2,Riverside,,,2,2026-03-25,,,2026-03-03,2026-02-20,,,CA,,,True,1,Polytechnic,One,,7405.0,2,False,2.0,Riverside Unified,92506,0.0,7405.0,,CRMLS,CRMLS_CRM
SanDiego,SanDiego,"Stone,Wood",True,,,False,2195000.0,1153738909,2026-03-25,2475000.0,Dane,Soderberg,32.98761708,-117.27308878,325 S Sierra Ave Unit 8,Residential,1230.0,2195000.0,4,Compass,Compass,,Dane Soderberg,,,SAND-633481,Dane,Soderberg,,Monthly,,1153738909,92075 - Solana Beach,,San Diego,Closed,,,2.0,,Condominium,,Solana Beach,SanDiego,1973,325,260004676SD,2,Solana Beach,,,2,2026-03-25,,,2026-03-03,2026-02-28,,,CA,,,True,1,,One,,,,False,2.0,,92075,993.0,,,CRMLS,CRMLS_SAND
Southland,Southland,,False,,,False,1495.0,1153737513,2026-03-05,1495.0,Kamyar,Rezaie,34.191642,-118.570152,6651 Quakertown Ave,ResidentialLease,360.0,1495.0,6,Wembley's Inc.,Wembley's Inc.,,Kamyar Rezaie,,,F207019701,Kamyar,Rezaie,,,,1153737513,WIN - Winnetka,,Los Angeles,Closed,,,0.0,,SingleFamilyResidence,0.0083,,Southland,2019,6651,SR26040165,1,Winnetka,,,1,2026-03-05,,,2026-03-05,2026-02-23,,,CA,,,False,1,,One,,360.0,1,False,0.0,Los Angeles Unified,91306,0.0,360.0,,CRMLS,CRMLS_CRM
SanDiego,SouthwestRiversideCounty,Wood,True,,,False,1099000.0,1153737433,2026-03-30,1099000.0,Richard,Lucchesi,33.233871,-117.238891,535 -545 Barsby Street,Residential,2403.0,1099000.0,7,Abundance Real Estate,HomeSmart Realty West,,Richard Lucchesi,,,SAND-679589,Christine,Connorton,,,,1153737433,92084 - Vista,,San Diego,Closed,,False,1.0,,SingleFamilyResidence,0.62,Vista,SanDiego,1955,535,SW26043855,3,Vista,,,6,2026-03-30,,,2026-03-06,2026-02-26,,,CA,,,True,1,,One,,27007.0,6,False,1.0,Vista Unified,92084,0.0,27007.0,,CRMLS,CRMLS_CRM
Southland,Southland,"Tile,Vinyl",False,,,False,2090.0,1153737429,2026-03-02,1800.0,Benyamin,Aghaee,34.044531,-118.151571,1601 College View Drive 3,ResidentialLease,500.0,2090.0,2,JohnHart Real Estate,JohnHart Real Estate,,Benyamin Aghaee,,,SR207060696,Benyamin,Aghaee,,,,1153737429,641 - Monterey Park,,Los Angeles,Closed,,,0.0,,Condominium,0.3768,,Southland,1960,1601,SR26043824,1,Monterey Park,,,0,2026-03-02,,,2026-03-01,2026-02-19,,,CA,,,False,2,,Two,,16415.0,0,False,0.0,Alhambra,91754,0.0,16415.0,,CRMLS,CRMLS_CRM
PacificWest,PacificWest,SeeRemarks,True,,,False,439000.0,1153737428,2026-03-24,430000.0,Wendy,Rich-Soto,33.754871,-118.3076,1360 W Capitol 138,Residential,1431.0,439000.0,6,Keller Williams Palos Verdes,Keller Williams Palos Verdes,Keller Williams Palos Verdes,Wendy Rich-Soto,Rachel,Rodriguez,PRICHWEN,Wendy,Rich-Soto,,Monthly,,1153737428,193 - San Pedro - North,,Los Angeles,Closed,,False,2.0,,Condominium,0.941,,PacificWest,1986,1360,PW26043106,3,San Pedro,,,2,2026-03-24,,,2026-03-09,2026-02-27,,,CA,,,True,2,,Two,,40990.0,0,False,2.0,Los Angeles Unified,90732,715.0,40990.0,,CRMLS,CRMLS_CRM
SanDiego,OrangeCounty,"Carpet,Tile",True,,,True,649900.0,1153736232,2026-03-23,667000.0,Jim,Alfaro,33.470126,-117.106222,31545 Via Cordoba,Residential,1491.0,649900.0,7,Realty One Group West,"eXp Realty of Southern California, Inc.",,Jim Alfaro,,,SAND-709503,Jaquelyn,Toledo Klaseus,,Monthly,,1153736232,SRCAR - Southwest Riverside County,,Riverside,Closed,Redhawk,True,4.0,,SingleFamilyResidence,0.15,,SanDiego,1993,31545,OC26043150,2,Temecula,,,3,2026-03-23,,,2026-03-06,2026-02-21,,,CA,,Erle Stanley Gardner,True,1,Great Oak,One,,6534.0,3,False,2.0,Temecula Unified,92592,65.0,6534.0,,CRMLS,CRMLS_CRM
BeverlyHillsGreaterLa,BeverlyHillsGreaterLa,Wood,True,,,False,4400.0,1153735849,2026-03-24,4400.0,Jack,Graniti,34.026237,-118.49662,955 9TH Street 955,ResidentialLease,600.0,4400.0,25,Pacifica West Properties,Compass,,Jack Graniti,,,CLW-C140455,Bridgette,Campbell,,,,1153735849,C14 - Santa Monica,,Los Angeles,Closed,,,1.0,,Condominium,0.1723,,OutOfAreaBoard,1948,955,26657727,1,Santa Monica,,600.0,1,2026-03-24,,,,2026-02-27,,,CA,,,False,1,,"One,Two",,7507.0,,False,1.0,,90403,,7507.0,,CRMLS,CRMLS_CL
SanDiego,PacificSouthwest,,True,,,False,1199900.0,1153735506,2026-03-20,1255000.0,Tino,Murguia,33.123064,-117.213181,1039 La Casa Drive,Residential,1618.0,1199900.0,4,Metro to Mountain Real Estate,Real Broker,,Tino Murguia,,,SAND-681405,Alma,Nunez,,Monthly,,1153735506,92078 - San Marcos,,San Diego,Closed,,True,2.0,,SingleFamilyResidence,0.12,,SanDiego,1979,1039,PTP2601526,2,San Marcos,,,3,2026-03-20,,,2026-03-03,2026-02-25,,,CA,,,True,1,,One,"5,100 Sq Ft",0.12,,,2.0,San Marcos Unified,92078,285.0,5227.2,,CRMLS,CRMLS_CRP
Mlslistings,Mlslistings,"Carpet,Laminate",False,,,,525000.0,1153733106,2026-03-27,340000.0,Martin M.,Mendez,36.22223703,-121.13137094,148 Ermosa Way,Residential,1495.0,525000.0,11,Caminos Real Estate,LPT Realty,,Martin M. Mendez,,,ML5107467,Rocio,Lara-puente,,Monthly,,1153733106,699 - Not Defined,,Monterey,Closed,,False,2.0,,SingleFamilyResidence,0.0826,,Mlslistings,2020,148,ML82036618,3,King City,,,3,2026-03-27,,Elva,2026-03-10,2026-02-27,,,CA,,,False,,,,,3600.0,,False,2.0,Other,93930,90.0,3600.0,,CRMLS,CRMLS_MLSL
TheInlandGateway,TheInlandGateway,,False,,,False,299000.0,1153732794,2026-03-13,300000.0,MICHELLE,FLOWERS,34.131746,-117.28244,202 E 18th,Residential,890.0,299000.0,0,CENTURY 21 LOIS LAUER REALTY,RE/MAX ADVANTAGE,,MICHELLE FLOWERS,,,L100539,JOE,MARROQUIN,,,,1153732794,274 - San Bernardino,,San Bernardino,Closed,,True,2.0,,SingleFamilyResidence,0.186,,TheInlandGateway,1950,202,IG26042906,1,San Bernardino,,,3,2026-03-13,,,2026-03-01,2026-02-26,,,CA,,,False,1,,One,,8100.0,3,False,2.0,San Bernardino City Unified,92404,0.0,8100.0,,CRMLS,CRMLS_CRM
ContraCosta,ContraCosta,"Laminate,SeeRemarks",,,,False,925000.0,1153731944,2026-03-19,910000.0,Lilli,Rath,37.70266686,-121.96119033,10630 Roys Hill Ln,Residential,1387.0,925000.0,5,Compass,Golden Gate Sotheby's Int'l Re,,Lilli Rath,,,CCBE-159529413,Christian,Fuca,,Monthly,,1153731944,,,Alameda,Closed,,True,2.0,,Townhouse,0.0,CA HIGHLANDS,ContraCosta,1998,10630,41125458,3,Dublin,,,3,2026-03-19,,,2026-03-04,2026-02-27,,,CA,,,True,2,,Two,,0.0,,False,2.0,,94568,600.0,0.0,,CRMLS,CRMLS_CCBE
BeverlyHillsGreaterLa,BeverlyHillsGreaterLa,Wood,False,,,False,3650.0,1153731693,2026-03-26,3650.0,Sally,Forster Jones,34.15068,-118.36254,10627 MOORPARK Street 9,ResidentialLease,1100.0,3650.0,27,Compass,"Aegis Management, Inc.",Compass,Sally Forster Jones,Stacey,Astor,CLW-C136965,Gabriel,Rudner,,,,1153731693,NHO - North Hollywood,,Los Angeles,Closed,,,2.0,,Condominium,0.1868,,BeverlyHillsGreaterLa,1996,10627,26657657,3,North Hollywood,,1100.0,2,2026-03-26,,,2026-03-26,2026-02-27,,,CA,,,True,2,,Two,,8139.0,,False,,,91602,,8139.0,,CRMLS,CRMLS_CL
Southland,Southland,"Carpet,Tile",False,,,False,2090.0,1153731623,2026-03-20,2090.0,Benyamin,Aghaee,34.044531,-118.151571,1601 College View Drive 9,ResidentialLease,700.0,2090.0,19,JohnHart Real Estate,JohnHart Real Estate,,Benyamin Aghaee,,,SR207060696,Benyamin,Aghaee,,,,1153731623,641 - Monterey Park,,Los Angeles,Closed,,,1.0,,Apartment,0.3768,,Southland,1960,1601,SR26043837,1,Monterey Park,,,1,2026-03-20,,,2026-03-18,2026-02-19,,,CA,,,False,2,,Two,,16415.0,1,False,0.0,Alhambra,91754,0.0,16415.0,,CRMLS,CRMLS_CRM
,CaliforniaDesert,,True,,,,25000.0,1153731420,2026-03-19,25000.0,John,Barnett,33.950531,-116.502342,0 Ironwood Drive,Land,,25000.0,14,KW Coachella Valley,"eXp Realty of Southern California, Inc.",,John Barnett,,,DC50860,Larry,Parent,,,,1153731420,340 - Desert Hot Springs,,Riverside,Closed,,,0.0,,,0.16,Olympus,,,0,219143943DA,0,Desert Hot Springs,,,,2026-03-19,,,2026-03-13,2026-02-26,,,CA,,,,,,,,6969.0,,,,,92240,,6969.0,,CRMLS,CRMLS_CDAR
RanchoSoutheast,RanchoSoutheast,,False,,,False,899900.0,1153731310,2026-03-25,900000.0,Alicia,Dose-Wild,33.784023,-118.097665,6934 E Espanita,Residential,1319.0,899900.0,0,Century 21 On Target,Century 21 On Target,,Alicia Dose-Wild,,,RSLOPEJAC,Jack,Lopez,,,,1153731310,"34 - Los Altos, X-100",,Los Angeles,Closed,,True,1.0,,SingleFamilyResidence,0.1289,X-100s (X1),RanchoSoutheast,1954,6934,RS26027372,2,Long Beach,,,3,2026-03-25,,,2026-03-24,2026-02-27,,,CA,,,True,1,,One,,5615.0,3,False,1.0,Long Beach Unified,90815,0.0,5615.0,,CRMLS,CRMLS_CRM
Mrmls,PacificWest,,,,,,800.0,1153730266,2026-03-01,800.0,Carlos,Barron,33.869819,-117.979984,4014 W Commonwealth,CommercialLease,,800.0,2,T.N.G. Real Estate Consultants,None MRML,,Carlos Barron,,,NONE,NONE,NONE,,,,1153730266,83 - Fullerton,,Orange,Closed,,,,,MixedUse,0.11,,Mrmls,,4014,PW26043849,,Fullerton,,300.0,,2026-03-01,,,2026-03-01,2026-02-27,,,CA,,,,,,,,4792.0,,,,,92833,,4792.0,,CRMLS,CRMLS_CRM
BeverlyHillsGreaterLa,BeverlyHillsGreaterLa,Laminate,False,,,False,2300.0,1153730265,2026-03-22,2300.0,Crystal,Yoon,33.862795,-117.949155,1337 W Olive Avenue,ResidentialLease,520.0,2300.0,20,Redpoint Realty,Redpoint Realty,Redpoint Realty,Crystal Yoon,Leah Ivy,Chang,CLW-C143484,Crystal,Yoon,,,,1153730265,83 - Fullerton,,Orange,Closed,,,1.0,,SingleFamilyResidence,0.1515,,OutOfAreaBoard,1955,1337,26657687,1,Fullerton,,520.0,1,2026-03-22,,,2026-03-19,2026-02-27,,,CA,,,False,1,,One,60x110,6600.0,,False,,,92833,,6600.0,,CRMLS,CRMLS_CL
SanDiego,PacificSouthwest,,True,,,False,359900.0,1153729247,2026-03-24,359900.0,Kathy,Redmond,32.858836,-116.840876,15420 Olde Highway 80 151,Residential,1536.0,359900.0,0,Mission Realty Group,Mission Realty Group,,Kathy Redmond,,,SAND-662152,James,Buksa,,Monthly,,1153729247,92021 - El Cajon,,San Diego,Closed,,False,3.0,,ManufacturedOnLand,0.0,,SanDiego,1975,15420,PTP2601525,2,El Cajon,,,2,2026-03-24,,,2026-02-27,2026-02-27,,,CA,,,False,1,,One,,0.0,2,,0.0,Alpine Union,92021,335.0,0.0,,CRMLS,CRMLS_CRP
InlandValleys,InlandValleys,,True,,,False,3500.0,1153728616,2026-03-06,3500.0,RUBEN,GONZALES,33.978212,-117.586504,5925 Oatfield,ResidentialLease,1549.0,3500.0,4,OMEGA REALTY,OMEGA REALTY,,RUBEN GONZALES,,,I14035,RUBEN,GONZALES,,,,1153728616,249 - Eastvale,,Riverside,Closed,Rosa Parks,True,2.0,,SingleFamilyResidence,0.05,,InlandValleys,2019,5925,IV26043852,3,Eastvale,,,3,2026-03-06,,,2026-03-03,2026-02-27,,,CA,,,False,2,Eleanor Roosevelt,Two,,2178.0,0,False,2.0,Corona-Norco Unified,92880,,2178.0,,CRMLS,CRMLS_CRM
